date,open,high,low,close,volume
2021-02-24,262.33,266.38,258.39,264.31,15736123
2021-02-25,262.3,266.94,254.04,254.69,19053142
2021-02-26,256.47,265.55,256.47,257.62,26619517
2021-03-01,260.82,266.65,257.9,264.91,22157300
2021-03-02,265.78,266.71,258.65,259.0,15191722
2021-03-03,260.29,260.99,255.1,255.41,15513515
2021-03-04,256.47,266.49,253.5,257.64,31626500
2021-03-05,260.67,265.45,255.61,264.28,26820100
2021-03-08,265.55,265.58,255.05,255.31,18391800
2021-03-09,261.18,268.53,259.81,265.74,22039740
2021-03-10,268.64,268.97,262.87,264.9,14210318
2021-03-11,268.11,277.9,267.82,273.88,21834000
2021-03-12,269.14,269.74,264.02,268.4,20600200
2021-03-15,269.08,275.96,268.5,273.75,16856746
2021-03-16,276.08,282.14,274.8,279.28,22437700
2021-03-17,275.71,286.23,275.41,284.01,21315044
2021-03-18,279.87,285.19,278.28,278.62,18754853
2021-03-19,281.22,292.8,281.2,290.11,38930536
2021-03-22,290.45,299.71,286.75,293.54,28273100
2021-03-23,293.15,298.0,289.81,290.63,23000929
2021-03-24,291.0,291.72,281.16,282.14,18675046
2021-03-25,280.98,288.06,277.75,278.74,24505648
2021-03-26,278.3,284.5,277.77,283.02,17629200
2021-03-29,285.77,293.18,284.7,290.82,21718831
2021-03-30,289.83,292.47,286.7,288.0,17474537
2021-03-31,289.99,296.5,288.61,294.53,19498200
2021-04-01,298.4,302.4,296.6,298.66,17616000
2021-04-05,300.89,310.77,300.68,308.91,28237006
2021-04-06,308.84,311.35,305.25,306.26,17335246
2021-04-07,306.34,314.25,305.5,313.09,22855241
2021-04-08,314.85,315.88,310.05,313.02,20894148
2021-04-09,311.4,314.74,310.33,312.46,15988600
2021-04-12,311.05,312.15,307.93,311.54,10881935
2021-04-13,312.21,314.43,309.32,309.76,14036927
2021-04-14,307.3,308.03,301.95,302.82,17421400
2021-04-15,306.34,310.14,304.1,307.82,14558300
2021-04-16,308.17,308.95,304.61,306.18,13059200
2021-04-19,305.01,307.7,300.56,302.24,14553507
2021-04-20,301.99,305.1,297.21,302.65,16796442
2021-04-21,301.95,301.98,297.39,301.47,14863500
2021-04-22,301.33,302.92,296.04,296.52,16375400
2021-04-23,298.76,302.59,297.15,301.13,17559498
2021-04-26,303.34,305.8,301.56,303.04,16172600
2021-04-27,304.28,305.34,301.11,303.57,15309300
2021-04-28,307.36,310.92,305.37,307.1,33907210
2021-04-29,330.12,331.81,321.61,329.51,56526800
2021-04-30,326.14,329.82,324.5,325.08,26332423
2021-05-03,326.17,328.55,321.84,322.58,18719500
2021-05-04,320.02,322.19,313.12,318.36,24032600
2021-05-05,318.19,321.06,314.49,315.02,15577605
2021-05-06,314.52,320.24,313.27,320.02,19012241
2021-05-07,322.38,322.94,318.75,319.08,15916743
2021-05-10,314.35,314.58,304.83,305.97,24239200
2021-05-11,300.75,306.84,299.69,306.53,18920100
2021-05-12,301.13,304.96,298.19,302.55,24645500
2021-05-13,306.08,308.86,302.77,305.26,18079200
2021-05-14,309.54,316.85,309.08,315.94,19245724
2021-05-17,313.55,315.68,311.58,315.46,15401343
2021-05-18,315.59,316.5,309.81,309.96,14522403
2021-05-19,304.19,314.66,303.57,313.59,19106244
2021-05-20,313.58,319.25,313.16,318.61,17320241
2021-05-21,319.29,319.93,315.81,316.23,13600901
2021-05-24,318.21,325.95,318.03,324.63,16445400
2021-05-25,327.08,329.18,324.8,327.79,16437000
2021-05-26,328.35,329.83,325.82,327.66,9686917
2021-05-27,328.0,333.78,326.76,332.75,20477726
2021-05-28,331.0,332.87,328.33,328.73,12037430
2021-06-01,330.15,331.42,326.64,329.13,11765906
2021-06-02,330.38,331.87,327.12,329.15,11654300
2021-06-03,325.78,327.38,323.48,326.04,12610800
2021-06-04,325.9,332.46,325.18,330.35,13289400
2021-06-07,329.48,337.69,328.93,336.58,20136707
2021-06-08,336.7,338.3,332.24,333.68,14580500
2021-06-09,335.74,336.8,330.0,330.25,13727946
2021-06-10,330.79,333.94,328.55,332.46,13240229
2021-06-11,332.58,332.83,328.93,331.26,13587916
2021-06-14,331.9,336.82,329.81,336.77,12250800
2021-06-15,336.99,339.92,335.03,336.75,15795226
2021-06-16,336.7,337.55,328.72,331.08,17232200
2021-06-17,330.49,337.98,330.15,336.51,17794100
2021-06-18,334.53,336.15,329.0,329.66,23039500
2021-06-21,331.09,332.92,327.65,332.29,11337522
2021-06-22,332.69,339.92,332.6,339.03,15345300
2021-06-23,339.35,343.42,338.2,340.59,14817824
2021-06-24,341.85,344.9,341.79,343.18,12329100
2021-06-25,342.59,344.12,339.68,341.37,14594444
2021-06-28,342.46,358.14,341.77,355.64,29156132
2021-06-29,356.27,356.74,349.05,351.89,21417305
2021-06-30,352.17,352.92,347.17,347.71,15107514
2021-07-01,346.82,354.67,346.5,354.39,17137021
2021-07-02,355.1,356.44,352.62,354.7,11524614
2021-07-06,356.5,358.79,349.18,352.78,13488500
2021-07-07,355.26,356.49,350.0,350.49,14218900
2021-07-08,345.73,348.33,342.56,345.65,14406500
2021-07-09,345.32,350.71,345.27,350.42,13018700
2021-07-12,351.23,354.19,349.64,353.16,10018624
2021-07-13,351.5,358.49,348.8,352.09,11456000
2021-07-14,354.56,355.2,346.73,347.63,13894221
2021-07-15,349.23,349.23,340.22,344.46,14781600
2021-07-16,344.91,345.99,340.14,341.16,11026100
2021-07-19,337.57,339.79,334.54,336.95,14372345
2021-07-20,338.8,343.45,334.5,341.66,11024300
2021-07-21,341.5,346.52,341.25,346.23,9279700
2021-07-22,346.68,351.54,345.21,351.19,12385441
2021-07-23,360.91,375.33,357.19,369.79,33694328
2021-07-26,369.58,374.44,368.22,372.46,14925222
2021-07-27,371.91,373.15,364.55,367.81,15705447
2021-07-28,374.56,377.55,366.93,373.28,29676910
2021-07-29,361.0,365.52,356.74,358.32,33413244
2021-07-30,354.0,360.73,352.94,356.3,15976200
2021-08-02,358.1,359.4,350.74,351.95,13180439
2021-08-03,352.73,353.77,347.7,351.24,12406100
2021-08-04,352.42,360.48,351.51,358.92,14180600
2021-08-05,359.64,363.9,356.9,362.97,10247207
2021-08-06,361.4,365.15,361.4,363.51,8925017
2021-08-09,363.76,365.78,360.75,361.61,7798900
2021-08-10,361.83,364.1,359.04,361.13,7469900
2021-08-11,362.1,362.36,357.81,359.96,8400332
2021-08-12,358.45,363.0,357.11,362.65,7175206
2021-08-13,362.97,364.66,361.48,363.18,7195724
2021-08-16,362.52,366.95,357.38,366.56,11232269
2021-08-17,362.98,364.67,355.07,358.45,12328737
2021-08-18,356.25,359.86,355.15,355.45,10042400
2021-08-19,351.35,357.57,351.0,355.12,12004535
2021-08-20,354.6,359.99,353.31,359.37,8697700
2021-08-23,359.44,365.69,359.1,363.35,10942007
2021-08-24,363.66,367.96,361.84,365.51,9235148
2021-08-25,365.6,370.86,365.4,368.39,9684519
2021-08-26,368.38,369.44,364.13,364.38,7888700
2021-08-27,365.1,373.74,364.08,372.63,11219142
2021-08-30,372.56,381.49,370.52,380.66,13547300
2021-08-31,379.95,382.76,378.8,379.38,12345400
2021-09-01,379.59,384.33,378.81,382.05,11567200
2021-09-02,381.5,381.75,374.06,375.28,14838274
2021-09-03,374.75,377.16,373.11,376.26,7511356
2021-09-07,375.88,382.96,373.15,382.18,10798920
2021-09-08,380.16,380.87,374.79,377.57,11067200
2021-09-09,377.64,379.83,376.57,378.0,9098941
2021-09-10,381.36,383.79,378.26,378.69,11549600
2021-09-13,381.68,381.75,374.35,376.51,13026300
2021-09-14,377.4,378.59,375.11,376.53,8711600
2021-09-15,377.0,377.56,367.67,373.92,17940300
2021-09-16,372.79,373.56,369.71,373.06,11934217
2021-09-17,371.41,371.41,361.59,364.72,26299000
2021-09-20,359.3,361.03,349.8,355.7,19822800
2021-09-21,358.5,360.04,355.19,357.48,11751917
2021-09-22,347.23,349.84,340.69,343.21,43692900
2021-09-23,345.36,349.67,343.0,345.96,21806300
2021-09-24,343.24,354.35,342.37,352.96,18801933
2021-09-27,349.81,355.15,347.08,353.58,15205843
2021-09-28,347.97,349.6,338.92,340.65,21710300
2021-09-29,343.15,345.23,338.88,339.61,14452241
2021-09-30,340.45,342.8,338.15,339.39,16547100
2021-10-01,341.61,345.02,338.64,343.01,14905311
2021-10-04,335.53,335.94,322.7,326.23,42885000
2021-10-05,328.58,335.18,326.16,332.96,35377947
2021-10-06,329.74,334.38,325.8,333.64,26443010
2021-10-07,337.0,338.84,328.98,329.22,28307500
2021-10-08,331.51,333.4,328.71,330.05,15946110
2021-10-11,327.63,330.46,325.31,325.45,14708224
2021-10-12,323.03,324.38,317.37,323.77,31658700
2021-10-13,326.97,327.0,322.66,324.54,14761500
2021-10-14,328.36,330.52,327.1,328.53,14302200
2021-10-15,328.68,329.07,322.51,324.76,21596400
2021-10-18,328.95,335.89,327.5,335.34,21585018
2021-10-19,339.65,342.46,337.28,339.99,18786316
2021-10-20,343.45,343.98,339.45,340.78,13639500
2021-10-21,340.28,342.31,337.8,341.88,16354423
2021-10-22,326.35,329.63,321.11,324.61,35224543
2021-10-25,320.3,329.56,319.72,328.69,38409000
2021-10-26,328.26,330.21,309.6,315.81,65654043
2021-10-27,314.19,319.25,312.06,312.22,29971800
2021-10-28,312.99,325.52,308.11,316.92,50806840
2021-10-29,320.19,326.0,319.6,323.57,37059400
2021-11-01,326.04,333.45,326.0,329.98,31518900
2021-11-02,331.38,334.79,323.8,328.08,28353000
2021-11-03,327.49,332.15,323.2,331.62,20786502
2021-11-04,334.01,337.27,332.65,335.85,22495300
2021-11-05,340.31,346.79,339.64,341.13,26872817
2021-11-08,344.42,344.79,338.34,338.62,18342500
2021-11-09,340.0,341.31,334.47,335.37,17556721
2021-11-10,332.49,333.19,325.51,327.64,21872605
2021-11-11,329.82,332.46,327.0,327.74,12376600
2021-11-12,330.18,341.86,329.78,340.89,25414311
2021-11-15,344.34,353.65,343.2,347.56,25076603
2021-11-16,343.83,346.65,340.87,342.96,18181106
2021-11-17,344.24,347.3,340.1,340.77,13602812
2021-11-18,339.72,342.46,335.3,338.69,17487235
2021-11-19,342.2,352.1,339.9,345.3,26488541
2021-11-22,349.05,353.83,340.51,341.01,27116811
2021-11-23,338.93,341.4,333.5,337.25,17225000
2021-11-24,336.0,341.78,332.81,341.06,13566200
2021-11-26,335.8,337.75,331.9,333.12,14750737
2021-11-29,336.89,340.67,335.31,338.03,16650949
2021-11-30,335.0,335.81,323.43,324.46,25390008
2021-12-01,330.29,330.5,310.29,310.6,30384083
2021-12-02,311.4,314.6,307.2,310.39,24396200
2021-12-03,313.73,313.75,299.5,306.84,27471010
2021-12-06,308.13,320.1,306.34,317.87,21758340
2021-12-07,321.57,326.54,321.0,322.81,18794047
2021-12-08,325.0,332.75,323.07,330.56,19937722
2021-12-09,329.54,336.13,328.0,329.82,16879200
2021-12-10,332.56,335.03,326.37,329.75,14528000
2021-12-13,330.95,341.09,329.59,334.49,22948700
2021-12-14,328.05,335.7,327.65,333.74,20461024
2021-12-15,332.49,342.11,323.98,341.66,24681326
2021-12-16,338.98,344.46,333.74,334.9,22635025
2021-12-17,332.8,337.11,330.75,333.79,40012637
2021-12-20,329.78,329.9,322.53,325.45,17901800
2021-12-21,326.41,336.0,323.75,334.2,16116800
2021-12-22,333.8,334.51,328.26,330.45,16764600
2021-12-23,330.1,336.67,328.36,335.24,13987700
2021-12-27,338.85,347.87,338.01,346.18,17795026
2021-12-28,346.63,352.71,345.2,346.22,16637608
2021-12-29,346.91,349.69,341.64,342.94,10747009
2021-12-30,344.0,347.23,343.22,344.36,10593347
2021-12-31,343.02,343.44,336.27,336.35,12870500
2022-01-03,338.3,341.08,337.19,338.54,14562849
2022-01-04,339.95,343.09,331.87,336.53,15998000
2022-01-05,333.02,335.76,323.84,324.17,20564521
2022-01-06,322.82,339.17,322.72,332.46,27962809
2022-01-07,332.74,337.0,328.88,331.79,14722020
2022-01-10,325.31,328.34,315.43,328.07,24942400
2022-01-11,326.78,334.63,325.28,334.37,16226847
2022-01-12,335.18,336.37,330.03,333.26,14104900
2022-01-13,334.98,335.63,325.76,326.48,14797109
2022-01-14,321.79,332.73,321.21,331.9,16868500
2022-01-18,323.29,324.21,317.64,318.15,22677332
2022-01-19,319.58,327.1,319.33,319.59,20814740
2022-01-20,323.9,327.82,315.98,316.56,16925030
2022-01-21,314.81,318.31,303.04,303.17,28710717
2022-01-24,297.84,309.53,289.01,308.71,38936901
2022-01-25,299.95,306.23,297.58,300.15,25108500
2022-01-26,307.01,307.51,290.85,294.63,28348801
2022-01-27,297.75,301.71,294.26,294.64,21629922
2022-01-28,295.62,301.9,293.03,301.71,21871620
2022-01-31,300.68,313.79,299.32,313.26,21579500
2022-02-01,314.56,319.66,312.12,319.0,18023800
2022-02-02,327.82,328.0,316.87,323.0,58458300
2022-02-03,244.65,248.0,235.75,237.76,188119925
2022-02-04,234.97,242.61,230.11,237.09,89342247
2022-02-07,237.7,238.3,224.01,224.91,88613826
2022-02-08,220.85,225.77,216.15,220.18,94729700
2022-02-09,224.2,233.37,222.21,232.0,86563300
2022-02-10,228.27,235.0,226.7,228.07,49310400
2022-02-11,228.46,230.42,218.77,219.55,46156943
2022-02-14,219.31,221.0,214.78,217.7,38184035
2022-02-15,220.47,221.15,215.06,221.0,42685500
2022-02-16,212.41,217.46,212.36,216.54,45817500
2022-02-17,214.02,217.5,207.16,207.71,38747533
2022-02-18,209.39,210.75,205.18,206.16,37128438
2022-02-22,202.34,207.48,200.06,202.08,39852400
2022-02-23,204.16,206.94,198.05,198.45,44481400
2022-02-24,191.06,208.35,190.22,207.6,49957200
2022-02-25,204.94,211.32,203.18,210.48,37627600
2022-02-28,207.68,213.15,206.83,211.03,34239803
2022-03-01,209.87,211.75,202.22,203.49,27094902
2022-03-02,204.78,209.15,202.02,208.11,29452147
2022-03-03,209.02,209.08,201.42,202.97,27263524
2022-03-04,202.37,205.89,198.79,200.06,32146264
2022-03-07,200.79,200.89,187.28,187.47,38560609
2022-03-08,187.85,196.7,186.11,190.29,37508149
2022-03-09,195.74,199.1,193.92,198.5,31894700
2022-03-10,194.84,196.28,191.07,195.21,24853000
2022-03-11,192.64,193.56,186.67,187.61,34694534
2022-03-14,187.03,192.29,185.82,186.63,31010500
2022-03-15,190.8,192.28,185.91,192.03,31721700
2022-03-16,194.7,203.73,194.52,203.63,40640300
2022-03-17,201.7,208.04,201.11,207.84,29499700
2022-03-18,206.7,216.8,206.0,216.49,52128000
2022-03-21,214.5,214.71,207.63,211.49,30142338
2022-03-22,211.37,219.46,210.18,216.65,31998800
2022-03-23,213.33,216.8,212.16,213.46,23717321
2022-03-24,215.0,220.67,214.79,219.57,31502314
2022-03-25,220.51,225.5,218.89,221.82,40039026
2022-03-28,222.13,224.04,219.54,223.59,26224141
2022-03-29,226.07,230.89,225.29,229.86,31417900
2022-03-30,228.91,231.15,226.71,227.85,25588046
2022-03-31,228.45,228.49,222.26,222.36,24192300
2022-04-01,224.55,227.28,222.7,224.85,19544800
2022-04-04,225.98,234.35,225.86,233.89,28100826
2022-04-05,234.08,236.86,231.02,231.84,29727200
2022-04-06,226.91,228.99,221.41,223.3,28995100
2022-04-07,223.93,225.52,218.56,222.95,21037200
2022-04-08,222.38,225.13,220.03,222.33,18375711
2022-04-11,218.42,220.61,215.22,216.46,20516600
2022-04-12,220.24,222.03,213.13,214.14,20128827
2022-04-13,211.82,216.61,211.33,214.99,19231816
2022-04-14,214.89,214.99,210.0,210.18,18379500
2022-04-18,210.0,213.38,208.3,210.77,16580800
2022-04-19,210.52,218.43,209.0,217.31,20089900
2022-04-20,213.61,214.16,198.92,200.42,43036528
2022-04-21,201.6,202.97,185.58,188.07,49954100
2022-04-22,190.37,192.72,183.27,184.11,36426800
2022-04-25,182.73,187.18,181.66,186.99,29281100
2022-04-26,186.63,187.19,179.5,180.95,31747434
2022-04-27,174.43,181.21,169.0,174.95,71062900
2022-04-28,202.92,208.53,192.9,205.73,100890600
2022-04-29,204.46,212.48,199.9,200.47,49193434
2022-05-02,201.17,211.88,200.99,211.13,49915300
2022-05-03,210.45,214.9,208.09,212.03,41556300
2022-05-04,210.65,224.3,206.96,223.41,41375900
2022-05-05,218.74,220.17,206.16,208.28,41129200
2022-05-06,207.34,209.38,201.02,203.77,34747200
2022-05-09,199.84,202.57,195.58,196.21,36303200
2022-05-10,199.51,202.96,194.19,197.65,34452500
2022-05-11,196.33,200.67,188.27,188.74,31153400
2022-05-12,187.06,198.05,184.78,191.24,38262226
2022-05-13,192.58,199.89,191.28,198.62,24549844
2022-05-16,197.05,205.37,195.93,200.04,27112600
2022-05-17,202.12,205.46,198.36,202.62,24872729
2022-05-18,200.0,201.0,191.63,192.24,23960000
2022-05-19,191.2,195.29,189.6,191.29,24446938
2022-05-20,194.97,197.91,187.87,193.54,31465600
2022-05-23,195.19,196.99,191.24,196.23,25059200
2022-05-24,180.55,183.68,176.11,181.28,50406300
2022-05-25,180.4,185.45,179.32,183.83,28030200
2022-05-26,182.88,192.83,182.26,191.63,23056500
2022-05-27,191.36,195.33,189.8,195.13,22562727
2022-05-31,194.89,197.6,192.01,193.64,26131103
2022-06-01,196.51,199.53,185.0,188.64,36623500
2022-06-02,188.45,200.94,187.73,198.86,31951600
2022-06-03,195.98,196.61,189.78,190.78,19465000
2022-06-06,193.99,196.92,188.4,194.25,30574242
2022-06-07,191.93,196.53,191.49,195.65,18828700
2022-06-08,194.67,202.03,194.41,196.64,22267200
2022-06-09,194.28,199.45,183.68,184.0,23501600
2022-06-10,183.04,183.1,175.02,175.57,27478354
2022-06-13,170.59,172.58,164.03,164.26,31749304
2022-06-14,166.03,166.75,161.36,163.73,27244300
2022-06-15,167.2,172.16,163.98,169.35,30008300
2022-06-16,163.72,165.08,159.61,160.87,26944143
2022-06-17,161.68,165.9,159.9,163.74,31374215
2022-06-21,165.93,167.76,155.97,157.05,50724900
2022-06-22,158.38,160.79,155.44,155.85,47596820
2022-06-23,156.27,159.75,154.25,158.75,40499200
2022-06-24,161.73,170.25,161.3,170.16,68736009
2022-06-27,171.32,171.75,168.01,169.49,29174600
2022-06-28,169.9,171.3,160.61,160.68,27788725
2022-06-29,163.57,166.33,160.32,163.94,28595236
2022-06-30,162.15,165.23,158.49,161.25,35250605
2022-07-01,160.31,160.62,155.0,160.03,31423933
2022-07-05,158.14,168.25,157.02,168.19,28664799
2022-07-06,168.2,171.59,165.46,169.77,23085921
2022-07-07,169.45,172.72,167.78,172.19,24083400
2022-07-08,169.98,172.4,168.15,170.88,19249243
2022-07-11,167.07,167.49,161.91,162.88,21905133
2022-07-12,164.8,165.91,162.1,163.27,16639700
2022-07-13,160.16,164.98,159.61,163.49,16555138
2022-07-14,161.22,162.59,157.28,158.05,23765200
2022-07-15,160.54,164.98,159.82,164.7,23342807
2022-07-18,166.75,171.69,165.64,167.23,23574337
2022-07-19,170.37,176.49,169.51,175.78,25933700
2022-07-20,177.49,183.6,176.7,183.09,24784300
2022-07-21,180.63,183.85,178.87,183.17,27195815
2022-07-22,173.07,175.6,168.41,169.27,42583916
2022-07-25,169.0,170.57,164.81,166.65,26166326
